# L-11 Launch (Up to date)
# 3480 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.3 m/s).
#
# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (km),Position parallel to wind (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
27.896,4.2408,8.3355,-9.6789,10.866,9.6813,0.25997,0.016584,0.2605,3.6501,6.9705,0.21278,43.8,-120.6,9.7878,17.493,0.015873,0.021012,-0.0059392,27.09,0,34.753,0.11857,2.3613,2.2947,0.47674,0.043555,2064775,0,0.88347,0.67164,0.87289,0.41865,0.13274,0.12025,6.3258,1.9569,0.084847,0,0.013166,0.013166,0,1.0589,0.0012981,0.1397,153.28,54.294,6.8534,NaN,-21.594,496.43,318.21,0.01,3.6823
27.906,4.2409,8.2387,-9.6749,10.79,9.6774,0.26004,0.016591,0.26057,3.6505,6.9683,0.21767,43.8,-120.6,9.7878,17.853,0.015898,0.021026,-0.0059352,27.09,0,34.753,0.11857,2.3576,2.2947,0.45061,0.043492,2061786,0,0.88059,0.67175,0.87257,0.41876,0.13274,0.12025,6.5125,1.8717,0.085209,0,0.013166,0.013166,0,1.0633,0.0012915,0.1397,153.28,54.216,6.8684,NaN,-21.594,496.43,318.21,0.01,3.6831
27.916,4.241,8.142,-9.6689,10.715,9.6715,0.26011,0.016597,0.26064,3.6509,6.9662,0.22568,43.8,-120.6,9.7878,18.33,0.015904,0.021039,-0.0059294,27.09,0,34.753,0.11857,2.3529,2.2947,0.41694,0.043552,2064592,0,0.88186,0.67165,0.87144,0.41866,0.13274,0.12025,6.7625,1.7582,0.083876,0,0.013166,0.013166,0,1.0618,0.001285,0.1397,153.28,54.138,6.8834,NaN,-21.595,496.42,318.21,0.01,3.6839
27.926,4.2411,8.0453,-9.6627,10.641,9.6655,0.26018,0.016603,0.26071,3.6514,6.9639,0.23382,43.8,-120.6,9.7878,18.805,0.015873,0.021052,-0.0059249,27.09,0,34.753,0.11857,2.3484,2.2947,0.38437,0.043616,2067586,0,0.88285,0.67153,0.8699,0.41854,0.13274,0.12025,7.015,1.6366,0.084086,0,0.013166,0.013166,0,1.0599,0.0012784,0.1397,153.28,54.059,6.8985,NaN,-21.596,496.42,318.21,0.01,3.6847
27.936,4.2412,7.9487,-9.6563,10.566,9.6594,0.26025,0.01661,0.26078,3.6518,6.9615,0.2421,43.8,-120.6,9.7878,19.277,0.015898,0.021063,-0.0059218,27.09,0,34.753,0.11857,2.344,2.2947,0.35286,0.043683,2070767,0,0.8836,0.67142,0.86795,0.41842,0.13274,0.12025,7.2697,1.5076,0.083837,0,0.013166,0.013166,0,1.0578,0.001272,0.1397,153.28,53.981,6.9136,NaN,-21.596,496.41,318.21,0.01,3.6855
27.946,4.2412,7.8522,-9.6498,10.492,9.6531,0.26032,0.016616,0.26085,3.6522,6.9591,0.25051,43.8,-120.6,9.7878,19.748,0.015905,0.021073,-0.00592,27.09,0,34.753,0.11857,2.3397,2.2947,0.32237,0.043754,2074133,0,0.8841,0.67129,0.86563,0.4183,0.13274,0.12025,7.5267,1.3713,0.083563,0,0.013166,0.013166,0,1.0553,0.0012655,0.1397,153.28,53.903,6.9288,NaN,-21.597,496.41,318.21,0.01,3.6863
27.956,4.2413,7.7557,-9.6458,10.419,9.6492,0.26039,0.016623,0.26092,3.6527,6.9566,0.25522,43.8,-120.6,9.7878,20.106,0.015873,0.021081,-0.0059208,27.09,0,34.753,0.11857,2.3365,2.2947,0.29973,0.043705,2071766,0,0.88027,0.67138,0.86384,0.41839,0.13274,0.12025,7.7073,1.1455,0.083812,0,0.013027,0.013027,0,1.0586,0.0012591,0.1397,153.28,53.825,6.9441,NaN,-21.597,496.4,318.21,0.01,3.6874
27.966,4.2414,7.6593,-9.6437,10.345,9.6471,0.26046,0.016629,0.26099,3.6531,6.9541,0.25706,43.8,-120.6,9.7878,20.399,0.015898,0.021087,-0.005923,27.09,0,34.753,0.11857,2.334,2.2947,0.28154,0.043582,2065954,0,0.87389,0.6716,0.86241,0.41861,0.13274,0.12025,7.823,0.73712,0.084528,0,0.01264,0.01264,0,1.0651,0.0012528,0.1397,153.28,53.746,6.9595,NaN,-21.598,496.39,318.21,0.01,3.6883
27.976,4.2415,7.5628,-9.6415,10.272,9.645,0.26053,0.016636,0.26106,3.6536,6.9515,0.25895,43.8,-120.6,9.7878,20.694,0.015903,0.02109,-0.0059255,27.09,0,34.753,0.11857,2.3315,2.2947,0.26356,0.043462,2060228,0,0.86745,0.67181,0.86082,0.41882,0.13274,0.12025,7.9408,0.32316,0.084139,0,0.012252,0.012252,0,1.0713,0.0012465,0.1397,153.28,53.668,6.9749,NaN,-21.598,496.39,318.21,0.01,3.6891
27.986,4.2415,7.4664,-9.6393,10.2,9.6428,0.2606,0.016642,0.26113,3.654,6.9489,0.26088,43.8,-120.6,9.7878,20.992,0.015907,0.02109,-0.0059284,27.09,0,34.753,0.11857,2.329,2.2947,0.24576,0.043343,2054590,0,0.86097,0.67202,0.85907,0.41903,0.13274,0.12024,8.0606,-0.097119,0.085176,0,0.01186,0.01186,0,1.0772,0.0012403,0.1397,153.28,53.59,6.9904,NaN,-21.599,496.38,318.21,0.01,3.69
27.996,4.2416,7.3701,-9.637,10.128,9.6406,0.26067,0.016648,0.2612,3.6544,6.9464,0.26284,43.8,-120.6,9.7878,21.291,0.015873,0.021087,-0.0059315,27.09,0,34.753,0.11857,2.3265,2.2947,0.22817,0.043227,2049039,0,0.85443,0.67223,0.85717,0.41924,0.13274,0.12024,8.1825,-0.5218,0.085969,0,0.011466,0.011466,0,1.0827,0.0012341,0.1397,153.28,53.511,7.006,NaN,-21.599,496.38,318.21,0.01,3.6908
28.006,4.2417,7.2737,-9.6362,10.056,9.6398,0.26074,0.016655,0.26127,3.6549,6.9438,0.26268,43.8,-120.6,9.7878,21.511,0.015894,0.021082,-0.0059353,27.09,0,34.753,0.11857,2.3248,2.2947,0.21545,0.043015,2038969,0,0.84488,0.67261,0.85597,0.41963,0.13274,0.12024,8.2728,-0.84206,0.086207,0,0.011177,0.011177,0,1.0929,0.0012279,0.1397,153.28,53.433,7.0217,NaN,-21.599,496.37,318.21,0.01,3.6916
28.016,4.2418,7.1773,-9.6362,9.9847,9.6397,0.2608,0.016661,0.26134,3.6553,6.9412,0.26126,43.8,-120.6,9.7878,21.684,0.015914,0.021075,-0.0059392,27.09,0,34.753,0.11857,2.3234,2.2947,0.2055,0.042745,2026183,0,0.83357,0.6731,0.85521,0.42012,0.13274,0.12024,8.3447,-1.1012,0.087814,0,0.010948,0.010948,0,1.106,0.0012218,0.1397,153.28,53.355,7.0374,NaN,-21.6,496.37,318.21,0.01,3.6924
28.026,4.2418,7.081,-9.6361,9.9138,9.6396,0.26087,0.016668,0.26141,3.6558,6.9386,0.25986,43.8,-120.6,9.7878,21.861,0.015879,0.021066,-0.005943,27.09,0,34.753,0.11857,2.322,2.2947,0.19547,0.042477,2013440,0,0.82232,0.67358,0.85438,0.42061,0.13274,0.12023,8.4184,-1.3666,0.088776,0,0.010715,0.010715,0,1.1191,0.0012158,0.1397,153.28,53.277,7.0533,NaN,-21.6,496.37,318.21,0.01,3.6932
28.036,4.2419,6.9846,-9.6361,9.8434,9.6396,0.26094,0.016674,0.26148,3.6562,6.936,0.2585,43.8,-120.6,9.7878,22.042,0.015898,0.021056,-0.0059465,27.09,0,34.753,0.11857,2.3206,2.2947,0.18535,0.042209,2000739,0,0.81112,0.67408,0.85347,0.42111,0.13274,0.12023,8.4939,-1.6373,0.0904,0,0.010478,0.010478,0,1.1323,0.0012098,0.1397,153.28,53.198,7.0692,NaN,-21.601,496.36,318.21,0.01,3.694
28.046,4.242,6.8883,-9.636,9.7735,9.6395,0.26101,0.016681,0.26154,3.6566,6.9335,0.25716,43.8,-120.6,9.7878,22.225,0.015899,0.021045,-0.00595,27.09,0,34.753,0.11857,2.3191,2.2947,0.17516,0.041942,1988081,0,0.79997,0.67457,0.85248,0.4216,0.13274,0.12023,8.5712,-1.9145,0.091904,0,0.010236,0.010236,0,1.1454,0.0012039,0.1397,153.28,53.12,7.0852,NaN,-21.601,496.36,318.21,0.01,3.6948
28.056,4.242,6.7919,-9.6348,9.704,9.6383,0.26108,0.016687,0.26161,3.6571,6.9309,0.25752,43.8,-120.6,9.7878,22.476,0.015898,0.021031,-0.0059535,27.09,0,34.753,0.11857,2.3172,2.2947,0.16145,0.041753,1979108,0,0.79107,0.67492,0.85066,0.42196,0.13274,0.12023,8.6774,-2.2848,0.09237,0,0.0099063,0.0099063,0,1.1544,0.0011981,0.1397,153.28,53.042,7.1013,NaN,-21.602,496.35,318.21,0.01,3.6956
28.066,4.2421,6.6956,-9.6329,9.635,9.6364,0.26115,0.016693,0.26168,3.6575,6.9284,0.25892,43.8,-120.6,9.7878,22.766,0.015915,0.021016,-0.0059572,27.09,0,34.753,0.11857,2.315,2.2947,0.14577,0.041612,1972393,0,0.78348,0.67519,0.84824,0.42223,0.13274,0.12023,8.8018,-2.7132,0.093109,0,0.0095234,0.0095234,0,1.1605,0.0011923,0.1397,153.28,52.964,7.1174,NaN,-21.602,496.35,318.21,0.01,3.6964
28.076,4.2422,6.5992,-9.631,9.5664,9.6345,0.26122,0.0167,0.26175,3.658,6.9258,0.26035,43.8,-120.6,9.7878,23.06,0.015878,0.020998,-0.0059611,27.09,0,34.753,0.11857,2.3129,2.2947,0.13022,0.041472,1965761,0,0.77587,0.67545,0.84567,0.42249,0.13274,0.12022,8.9284,-3.1479,0.094182,0,0.0091373,0.0091373,0,1.1663,0.0011865,0.1397,153.28,52.886,7.1337,NaN,-21.603,496.34,318.21,0.01,3.6978
28.086,4.2422,6.5029,-9.629,9.4984,9.6326,0.26129,0.016706,0.26182,3.6584,6.9232,0.26181,43.8,-120.6,9.7878,23.355,0.015893,0.020977,-0.0059651,27.09,0,34.753,0.11857,2.3107,2.2947,0.11481,0.041334,1959211,0,0.76824,0.67571,0.84296,0.42275,0.13273,0.12022,9.0572,-3.5885,0.094707,0,0.0087479,0.0087479,0,1.1718,0.0011809,0.1397,153.28,52.808,7.1501,NaN,-21.603,496.34,318.21,0.01,3.6986
28.096,4.2423,6.4067,-9.627,9.4308,9.6306,0.26136,0.016713,0.26189,3.6589,6.9206,0.26331,43.8,-120.6,9.7878,23.654,0.015908,0.020954,-0.0059693,27.09,0,34.753,0.11857,2.3086,2.2947,0.099536,0.041198,1952744,0,0.76059,0.67597,0.8401,0.42301,0.13273,0.12022,9.1883,-4.0357,0.095853,0,0.0083552,0.0083552,0,1.177,0.0011752,0.1397,153.28,52.73,7.1665,NaN,-21.604,496.33,318.21,0.01,3.6995
28.106,4.2424,6.3104,-9.6234,9.3638,9.6272,0.26143,0.016719,0.26196,3.6593,6.918,0.26701,43.8,-120.6,9.7878,24.031,0.015904,0.020927,-0.0059746,27.09,0,34.753,0.11857,2.3059,2.2947,0.080581,0.041163,1951068,0,0.75557,0.67604,0.83599,0.42308,0.13273,0.12022,9.3558,-4.5966,0.096253,0,0.0078584,0.0078584,0,1.176,0.0011697,0.1397,153.28,52.653,7.183,NaN,-21.604,496.33,318.21,0.01,3.7003
28.116,4.2424,6.2142,-9.6189,9.2972,9.6228,0.26149,0.016726,0.26203,3.6598,6.9154,0.2721,43.8,-120.6,9.7878,24.454,0.015899,0.020897,-0.0059809,27.09,0,34.753,0.11857,2.303,2.2947,0.05981,0.04119,1952349,0,0.75205,0.67598,0.831,0.42303,0.13273,0.12022,9.5458,-5.2287,0.095992,0,0.0073013,0.0073013,0,1.1711,0.0011642,0.1397,153.28,52.575,7.1997,NaN,-21.604,496.33,318.21,0.01,3.7011
28.126,4.2425,6.118,-9.6143,9.2312,9.6183,0.26156,0.016732,0.2621,3.6602,6.9126,0.27727,43.8,-120.6,9.7878,24.876,0.015911,0.020863,-0.0059876,27.09,0,34.753,0.11857,2.3002,2.2947,0.039578,0.041221,1953775,0,0.74844,0.67593,0.8258,0.42297,0.13273,0.12022,9.7377,-5.8635,0.096474,0,0.0067453,0.0067453,0,1.1656,0.0011587,0.1397,153.28,52.497,7.2164,NaN,-21.605,496.32,318.21,0.01,3.7019
28.136,4.2426,6.0219,-9.6096,9.1657,9.6137,0.26163,0.016739,0.26217,3.6606,6.9099,0.28253,43.8,-120.6,9.7878,25.298,0.015869,0.020826,-0.0059948,27.09,0,34.753,0.11857,2.2974,2.2947,0.019872,0.041254,1955345,0,0.74474,0.67586,0.82039,0.42291,0.13273,0.12022,9.9313,-6.5016,0.096447,0,0.0061905,0.0061905,0,1.1595,0.0011534,0.1397,153.28,52.42,7.2332,NaN,-21.605,496.32,318.21,0.01,3.7027
28.146,4.2426,5.9258,-9.6048,9.1007,9.6091,0.2617,0.016745,0.26224,3.6611,6.907,0.28788,43.8,-120.6,9.7878,25.718,0.015879,0.020784,-0.0060023,27.09,0,34.753,0.11857,2.2948,2.2947,6.7981e-4,0.04129,1957059,0,0.74095,0.6758,0.81479,0.42284,0.13273,0.12022,10.127,-7.1425,0.09644,0,0.0056369,0.0056369,0,1.1528,0.001148,0.1397,153.28,52.343,7.2502,NaN,-21.606,496.31,318.21,0.01,3.7036
28.156,4.2427,5.8298,-9.6015,9.0363,9.6059,0.26177,0.016751,0.26231,3.6615,6.9042,0.29095,43.8,-120.6,9.7878,26.065,0.015888,0.020739,-0.0060089,27.09,0,34.753,0.11857,2.2926,2.2947,-0.014809,0.041225,1953945,0,0.73447,0.67592,0.81023,0.42297,0.13273,0.12022,10.289,-7.6797,0.096271,0,0.0051803,0.0051803,0,1.1515,0.0011428,0.1397,153.28,52.266,7.2672,NaN,-21.606,496.31,318.21,0.01,3.7045
28.166,4.2427,5.7338,-9.5993,8.9724,9.6037,0.26184,0.016758,0.26237,3.662,6.9013,0.29263,43.8,-120.6,9.7878,26.37,0.015896,0.020692,-0.0060148,27.09,0,34.753,0.11857,2.2907,2.2947,-0.02818,0.041099,1947944,0,0.7264,0.67616,0.80627,0.42321,0.13273,0.12022,10.434,-8.1579,0.097226,0,0.0047788,0.0047788,0,1.1533,0.0011376,0.1397,153.28,52.189,7.2844,NaN,-21.606,496.31,318.21,0.01,3.7054
28.176,4.2428,5.6378,-9.597,8.9091,9.6015,0.26191,0.016764,0.26244,3.6624,6.8984,0.29436,43.8,-120.6,9.7878,26.678,0.015904,0.020642,-0.0060209,27.09,0,34.753,0.11857,2.2889,2.2947,-0.041423,0.040974,1942030,0,0.71833,0.6764,0.80217,0.42345,0.13273,0.12022,10.58,-8.6409,0.098599,0,0.0043741,0.0043741,0,1.1547,0.0011324,0.1397,153.28,52.112,7.3016,NaN,-21.607,496.3,318.21,0.01,3.7062
28.186,4.2428,5.5419,-9.5946,8.8464,9.5992,0.26198,0.016771,0.26251,3.6629,6.8955,0.29612,43.8,-120.6,9.7878,26.987,0.015911,0.02059,-0.006027,27.09,0,34.753,0.11857,2.287,2.2947,-0.054537,0.040851,1936203,0,0.71025,0.67663,0.79793,0.42368,0.13273,0.12022,10.729,-9.1307,0.098626,0,0.0039662,0.0039662,0,1.1558,0.0011274,0.1397,153.28,52.035,7.319,NaN,-21.607,496.3,318.21,0.01,3.7072
28.196,4.2429,5.4459,-9.5923,8.7844,9.5969,0.26204,0.016777,0.26258,3.6633,6.8925,0.29792,43.8,-120.6,9.7878,27.3,0.0159,0.020535,-0.0060332,27.09,0,34.753,0.11857,2.2852,2.2947,-0.067519,0.04073,1930464,0,0.70218,0.67687,0.79356,0.42392,0.13273,0.12022,10.88,-9.6266,0.099449,0,0.0035553,0.0035553,0,1.1565,0.0011224,0.1397,153.28,51.959,7.3365,NaN,-21.607,496.29,318.2,0.01,3.708
28.206,4.243,5.35,-9.5935,8.7229,9.598,0.26211,0.016784,0.26265,3.6638,6.8896,0.29469,43.8,-120.6,9.7878,27.468,0.015905,0.020479,-0.0060357,27.09,0,34.753,0.11857,2.2843,2.2947,-0.074429,0.040387,1914165,0,0.68883,0.67753,0.79179,0.42459,0.13273,0.12021,10.961,-9.9079,0.10129,0,0.0033336,0.0033336,0,1.1699,0.0011175,0.1397,153.28,51.883,7.3541,NaN,-21.608,496.29,318.2,0.01,3.7088
28.216,4.243,5.2541,-9.5969,8.6621,9.6012,0.26218,0.01679,0.26272,3.6642,6.8867,0.28851,43.8,-120.6,9.7878,27.552,0.015911,0.020424,-0.0060352,27.09,0,34.753,0.11857,2.2838,2.2947,-0.077876,0.039909,1891511,0,0.67246,0.67847,0.79159,0.42554,0.13273,0.12021,11.003,-10.065,0.1038,0,0.0032223,0.0032223,0,1.1917,0.0011126,0.1397,153.28,51.807,7.3718,NaN,-21.608,496.29,318.2,0.01,3.7096
28.226,4.2431,5.1581,-9.6002,8.6019,9.6044,0.26225,0.016797,0.26279,3.6647,6.8839,0.28243,43.8,-120.6,9.7878,27.641,0.015899,0.02037,-0.0060341,27.09,0,34.753,0.11857,2.2833,2.2947,-0.081482,0.039432,1868880,0,0.65626,0.67942,0.79133,0.4265,0.13273,0.1202,11.046,-10.229,0.10626,0,0.0031053,0.0031053,0,1.2142,0.0011078,0.1397,153.28,51.731,7.3896,NaN,-21.608,496.28,318.2,0.01,3.7104
28.236,4.2431,5.062,-9.6035,8.5425,9.6075,0.26232,0.016803,0.26286,3.6651,6.8811,0.27646,43.8,-120.6,9.7878,27.735,0.015903,0.020317,-0.0060322,27.09,0,34.753,0.11857,2.2828,2.2947,-0.085248,0.038955,1846273,0,0.64022,0.68039,0.79101,0.42747,0.13273,0.1202,11.092,-10.403,0.10881,0,0.0029825,0.0029825,0,1.2376,0.0011031,0.1397,153.28,51.655,7.4075,NaN,-21.609,496.28,318.2,0.01,3.7112
28.246,4.2432,4.966,-9.6068,8.4837,9.6106,0.26239,0.01681,0.26293,3.6656,6.8784,0.27058,43.8,-120.6,9.7878,27.832,0.015908,0.020264,-0.0060296,27.09,0,34.753,0.11857,2.2822,2.2947,-0.089179,0.038479,1823689,0,0.62435,0.68137,0.79062,0.42845,0.13272,0.12019,11.14,-10.583,0.11204,0,0.0028536,0.0028536,0,1.2619,0.0010985,0.1397,153.28,51.58,7.4256,NaN,-21.609,496.28,318.2,0.01,3.712
28.256,4.2432,4.8699,-9.6057,8.4257,9.6095,0.26246,0.016816,0.26299,3.666,6.8757,0.27065,43.8,-120.6,9.7878,28.118,0.015912,0.020209,-0.0060329,27.09,0,34.753,0.11857,2.2806,2.2947,-0.10052,0.038279,1814197,0,0.61471,0.68179,0.78659,0.42887,0.13272,0.12019,11.28,-11.049,0.1131,0,0.0024774,0.0024774,0,1.2682,0.001094,0.1397,153.28,51.505,7.4437,NaN,-21.609,496.27,318.2,0.01,3.7128
28.266,4.2433,4.7739,-9.602,8.3683,9.6059,0.26252,0.016822,0.26306,3.6665,6.873,0.27428,43.8,-120.6,9.7878,28.515,0.015915,0.020151,-0.0060404,27.09,0,34.753,0.11857,2.2785,2.2947,-0.11597,0.038246,1812647,0,0.60873,0.68186,0.78026,0.42894,0.13272,0.12019,11.477,-11.685,0.1135,0,0.0019545,0.0019545,0,1.263,0.0010895,0.1397,153.28,51.43,7.462,NaN,-21.61,496.27,318.2,0.01,3.7136
28.276,4.2433,4.6779,-9.5983,8.3116,9.6023,0.26259,0.016829,0.26313,3.6669,6.8703,0.27798,43.8,-120.6,9.7878,28.913,0.015868,0.020089,-0.0060481,27.09,0,34.753,0.11857,2.2763,2.2947,-0.1311,0.038216,1811218,0,0.60272,0.68192,0.77378,0.42901,0.13272,0.12019,11.676,-12.326,0.11434,0,0.0014307,0.0014307,0,1.2572,0.0010851,0.1397,153.28,51.355,7.4803,NaN,-21.61,496.27,318.2,0.01,3.7144
28.286,4.2434,4.5819,-9.5945,8.2557,9.5986,0.26266,0.016835,0.2632,3.6674,6.8675,0.28173,43.8,-120.6,9.7878,29.312,0.01587,0.020023,-0.0060559,27.09,0,34.753,0.11857,2.2743,2.2947,-0.14593,0.038189,1809909,0,0.59669,0.68198,0.76714,0.42906,0.13272,0.12019,11.877,-12.971,0.11434,0,9.0588e-4,9.0588e-4,0,1.2509,0.0010808,0.1397,153.28,51.281,7.4988,NaN,-21.61,496.26,318.2,0.01,3.7152
28.296,4.2434,4.486,-9.5906,8.2005,9.5948,0.26273,0.016842,0.26327,3.6678,6.8647,0.28553,43.8,-120.6,9.7878,29.711,0.015871,0.019955,-0.006064,27.09,0,34.753,0.11857,2.2722,2.2947,-0.16044,0.038164,1808720,0,0.59063,0.68203,0.76035,0.42912,0.13272,0.12019,12.08,-13.62,0.11503,0,3.8021e-4,3.8021e-4,0,1.244,0.0010766,0.1397,153.28,51.206,7.5174,NaN,-21.611,496.26,318.2,0.01,3.716
28.306,4.2434,4.3901,-9.5866,8.146,9.5909,0.2628,0.016848,0.26334,3.6683,6.8618,0.28951,43.8,-120.6,9.7878,30.114,0.015871,0.019883,-0.0060723,27.09,0,34.753,0.11857,2.2702,2.2947,-0.17476,0.038146,1807897,0,0.58466,0.68207,0.75335,0.42915,0.13272,0.12019,12.286,-14.278,0.11578,0,0,0,0,1.2362,0.0010724,0.1397,153.28,51.132,7.5361,NaN,-21.611,496.26,318.2,0.01,3.7169
28.316,4.2435,4.2943,-9.5824,8.0923,9.5869,0.26287,0.016855,0.26341,3.6688,6.859,0.29361,43.8,-120.6,9.7878,30.519,0.015871,0.019808,-0.0060809,27.09,0,34.753,0.11857,2.2683,2.2947,-0.18883,0.038135,1807343,0,0.57874,0.68209,0.74617,0.42918,0.13272,0.12019,12.495,-14.942,0.11605,0,0,0,0,1.2276,0.0010683,0.1397,153.28,51.058,7.5549,NaN,-21.611,496.26,318.2,0.01,3.7181
28.326,4.2435,4.1985,-9.5782,8.0394,9.5828,0.26293,0.016861,0.26347,3.6692,6.856,0.29778,43.8,-120.6,9.7878,30.925,0.015871,0.01973,-0.0060897,27.09,0,34.753,0.11857,2.2664,2.2947,-0.20259,0.038126,1806912,0,0.5728,0.68211,0.73887,0.4292,0.13272,0.12019,12.706,-15.61,0.11567,0,0,0,0,1.2185,0.0010643,0.1397,153.28,50.985,7.5739,NaN,-21.611,496.25,318.2,0.01,3.7189
28.336,4.2436,4.1027,-9.5739,7.9873,9.5787,0.263,0.016868,0.26354,3.6697,6.8531,0.302,43.8,-120.6,9.7878,31.331,0.015871,0.019648,-0.0060986,27.09,0,34.753,0.11857,2.2645,2.2947,-0.21604,0.03812,1806603,0,0.56685,0.68212,0.73144,0.42921,0.13272,0.12019,12.918,-16.281,0.11599,0,0,0,0,1.2088,0.0010604,0.1397,153.28,50.912,7.5929,NaN,-21.612,496.25,318.2,0.01,3.7197
28.346,4.2436,4.007,-9.5696,7.9359,9.5745,0.26307,0.016874,0.26361,3.6701,6.85,0.30629,43.8,-120.6,9.7878,31.736,0.015871,0.019563,-0.0061077,27.09,0,34.753,0.11857,2.2626,2.2947,-0.22919,0.038116,1806416,0,0.56089,0.68213,0.72389,0.42922,0.13272,0.12019,13.132,-16.954,0.11671,0,0,0,0,1.1986,0.0010565,0.1397,153.28,50.839,7.6121,NaN,-21.612,496.25,318.2,0.01,3.7205
28.356,4.2436,3.9113,-9.5642,7.8854,9.5693,0.26314,0.016881,0.26368,3.6706,6.847,0.312,43.8,-120.6,9.7878,32.174,0.015871,0.019474,-0.0061186,27.09,0,34.753,0.11857,2.2607,2.2947,-0.24303,0.038176,1809255,0,0.55613,0.68201,0.7155,0.42909,0.13272,0.12019,13.364,-17.68,0.1171,0,0,0,0,1.184,0.0010527,0.1397,153.28,50.766,7.6314,NaN,-21.612,496.24,318.2,0.01,3.7213
28.366,4.2437,3.8157,-9.558,7.8357,9.5633,0.26321,0.016887,0.26375,3.671,6.8438,0.31862,43.8,-120.6,9.7878,32.629,0.015871,0.019381,-0.0061307,27.09,0,34.753,0.11857,2.2588,2.2947,-0.25704,0.038276,1813979,0,0.55207,0.6818,0.70658,0.42888,0.13272,0.12019,13.606,-18.436,0.11624,0,0,0,0,1.1665,0.001049,0.1397,153.28,50.694,7.6509,NaN,-21.612,496.24,318.2,0.01,3.7222
28.376,4.2437,3.7202,-9.5518,7.7868,9.5573,0.26328,0.016894,0.26382,3.6715,6.8407,0.32534,43.8,-120.6,9.7878,33.08,0.015871,0.019283,-0.0061429,27.09,0,34.753,0.11857,2.2569,2.2947,-0.27061,0.038379,1818849,0,0.54799,0.68158,0.6976,0.42867,0.13272,0.12019,13.849,-19.19,0.11681,0,0,0,0,1.1486,0.0010454,0.1397,153.28,50.622,7.6704,NaN,-21.613,496.24,318.2,0.01,3.723
28.386,4.2438,3.6247,-9.5454,7.7387,9.5512,0.26334,0.0169,0.26388,3.6719,6.8374,0.33216,43.8,-120.6,9.7878,33.529,0.015871,0.01918,-0.0061552,27.09,0,34.753,0.11857,2.255,2.2947,-0.28374,0.038485,1823862,0,0.54388,0.68136,0.68857,0.42845,0.13272,0.12019,14.091,-19.941,0.11634,0,0,0,0,1.1302,0.0010418,0.1397,153.28,50.55,7.6901,NaN,-21.613,496.24,318.2,0.01,3.7238
28.396,4.2438,3.5292,-9.5389,7.6916,9.5449,0.26341,0.016907,0.26395,3.6724,6.8341,0.33908,43.8,-120.6,9.7878,33.975,0.015871,0.019074,-0.0061677,27.09,0,34.753,0.11857,2.2532,2.2947,-0.29645,0.038593,1829017,0,0.53976,0.68114,0.6795,0.42822,0.13272,0.12019,14.334,-20.69,0.1164,0,0,0,0,1.1113,0.0010383,0.1397,153.28,50.479,7.7099,NaN,-21.613,496.23,318.2,0.01,3.7246
28.406,4.2438,3.4339,-9.5346,7.6452,9.5408,0.26348,0.016913,0.26402,3.6729,6.8307,0.34311,43.8,-120.6,9.7878,34.362,0.015871,0.018964,-0.0061769,27.09,0,34.753,0.11857,2.2517,2.2947,-0.30721,0.038576,1828194,0,0.53316,0.68118,0.6718,0.42826,0.13272,0.12019,14.545,-21.347,0.11702,0,0,0,0,1.0996,0.0010349,0.1397,153.28,50.408,7.7299,NaN,-21.613,496.23,318.2,0.01,3.7254
28.416,4.2439,3.3386,-9.5317,7.5998,9.5379,0.26355,0.01692,0.26409,3.6733,6.8273,0.3454,43.8,-120.6,9.7878,34.716,0.015871,0.018852,-0.006184,27.09,0,34.753,0.11857,2.2504,2.2947,-0.31686,0.038484,1823806,0,0.5251,0.68137,0.66483,0.42845,0.13272,0.12019,14.74,-21.953,0.11725,0,0,0,0,1.0919,0.0010316,0.1397,153.28,50.338,7.75,NaN,-21.614,496.23,318.2,0.01,3.7262
