# L-11 Launch (Up to date)
# 3480 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.3 m/s).
#
# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (km),Position parallel to wind (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
27.366,4.2351,13.476,-9.7239,15.224,9.7261,0.25626,0.016247,0.25678,3.6276,7.0833,0.20753,43.8,-120.6,9.7878,10.802,0.015912,0.019775,-0.0057937,27.09,0,34.753,0.11857,2.4469,2.2947,1.0899,0.057244,2715285,0,1.3784,0.65139,0.78782,0.39816,0.1328,0.12043,3.2504,2.9993,0.04652,0,0.01317,0.01317,0,0.54287,0.0017012,0.1397,153.28,58.341,6.1508,NaN,-21.556,496.82,318.24,0.01,3.638
27.376,4.2352,13.378,-9.7222,15.137,9.7245,0.25633,0.016253,0.25685,3.628,7.0813,0.20936,43.8,-120.6,9.7878,10.953,0.015882,0.01981,-0.0057885,27.09,0,34.753,0.11857,2.4445,2.2947,1.0728,0.057035,2705345,0,1.373,0.65165,0.79054,0.39842,0.1328,0.12042,3.3113,3.0032,0.047069,0,0.01317,0.01317,0,0.54879,0.0016928,0.1397,153.28,58.267,6.1626,NaN,-21.557,496.81,318.24,0.01,3.6388
27.386,4.2353,13.281,-9.7206,15.05,9.7229,0.25641,0.016259,0.25692,3.6284,7.0792,0.2112,43.8,-120.6,9.7878,11.106,0.0159,0.019845,-0.0057837,27.09,0,34.753,0.11857,2.4421,2.2947,1.0557,0.056827,2695448,0,1.3677,0.65191,0.79325,0.39869,0.1328,0.12042,3.3732,3.0065,0.046628,0,0.01317,0.01317,0,0.55476,0.0016845,0.1397,153.28,58.193,6.1744,NaN,-21.558,496.8,318.23,0.01,3.6396
27.396,4.2355,13.184,-9.7189,14.963,9.7212,0.25648,0.016266,0.25699,3.6288,7.0771,0.21306,43.8,-120.6,9.7878,11.26,0.015869,0.01988,-0.0057791,27.09,0,34.753,0.11857,2.4398,2.2947,1.0387,0.05662,2685594,0,1.3624,0.65217,0.79596,0.39895,0.1328,0.12042,3.4362,3.0084,0.047104,0,0.01317,0.01317,0,0.56078,0.0016762,0.1397,153.28,58.119,6.1863,NaN,-21.559,496.79,318.23,0.01,3.6404
27.406,4.2356,13.087,-9.718,14.877,9.7203,0.25655,0.016272,0.25706,3.6292,7.075,0.21327,43.8,-120.6,9.7878,11.359,0.015911,0.019911,-0.005783,27.09,0,34.753,0.11857,2.4382,2.2947,1.0277,0.056362,2673326,0,1.3532,0.65249,0.79789,0.39928,0.1328,0.12041,3.477,3.0054,0.048244,0,0.01317,0.01317,0,0.56773,0.0016679,0.1397,153.28,58.045,6.1983,NaN,-21.56,496.78,318.23,0.01,3.6412
27.416,4.2357,12.99,-9.7176,14.791,9.7199,0.25662,0.016278,0.25713,3.6297,7.0729,0.21252,43.8,-120.6,9.7878,11.426,0.01588,0.019941,-0.0057916,27.09,0,34.753,0.11857,2.4372,2.2947,1.0204,0.056074,2659607,0,1.3419,0.65286,0.79937,0.39965,0.1328,0.12041,3.5047,3.0005,0.048735,0,0.01317,0.01317,0,0.57533,0.0016597,0.1397,153.28,57.97,6.2103,NaN,-21.561,496.77,318.23,0.01,3.642
27.426,4.2358,12.893,-9.7172,14.704,9.7195,0.25669,0.016285,0.2572,3.6301,7.0708,0.21178,43.8,-120.6,9.7878,11.495,0.015898,0.019971,-0.0057999,27.09,0,34.753,0.11857,2.4362,2.2947,1.0129,0.055786,2645905,0,1.3306,0.65323,0.80086,0.40003,0.1328,0.1204,3.5331,2.996,0.049127,0,0.01317,0.01317,0,0.58303,0.0016515,0.1397,153.28,57.896,6.2223,NaN,-21.561,496.76,318.23,0.01,3.6428
27.436,4.236,12.795,-9.7169,14.618,9.7191,0.25676,0.016291,0.25727,3.6305,7.0688,0.21105,43.8,-120.6,9.7878,11.565,0.015867,0.020001,-0.0058081,27.09,0,34.753,0.11857,2.4351,2.2947,1.0054,0.055498,2632222,0,1.3194,0.6536,0.80237,0.40041,0.1328,0.1204,3.5621,2.9903,0.049757,0,0.013169,0.013169,0,0.59083,0.0016433,0.1397,153.28,57.821,6.2344,NaN,-21.562,496.76,318.23,0.01,3.6436
27.446,4.2361,12.698,-9.7165,14.532,9.7187,0.25683,0.016297,0.25734,3.6309,7.0667,0.21034,43.8,-120.6,9.7878,11.636,0.015907,0.02003,-0.0058159,27.09,0,34.753,0.11857,2.434,2.2947,0.9977,0.055211,2618557,0,1.3082,0.65398,0.8039,0.40078,0.13279,0.1204,3.5918,2.9843,0.050787,0,0.013169,0.013169,0,0.59874,0.0016351,0.1397,153.28,57.746,6.2466,NaN,-21.563,496.75,318.23,0.01,3.6443
27.456,4.2362,12.601,-9.7154,14.446,9.7177,0.2569,0.016304,0.25742,3.6313,7.0646,0.21094,43.8,-120.6,9.7878,11.754,0.015876,0.02006,-0.0058176,27.09,0,34.753,0.11857,2.4323,2.2947,0.9851,0.054965,2606883,0,1.3,0.6543,0.80605,0.40111,0.13279,0.12039,3.641,2.9804,0.051157,0,0.013169,0.013169,0,0.60594,0.0016269,0.1397,153.28,57.671,6.2588,NaN,-21.564,496.74,318.23,0.01,3.6451
27.466,4.2364,12.504,-9.7139,14.361,9.7162,0.25697,0.01631,0.25749,3.6317,7.0625,0.21232,43.8,-120.6,9.7878,11.9,0.015892,0.020092,-0.0058156,27.09,0,34.753,0.11857,2.4301,2.2947,0.96959,0.054745,2596429,0,1.2936,0.65459,0.80855,0.4014,0.13279,0.12039,3.7025,2.9772,0.050954,0,0.013169,0.013169,0,0.61273,0.0016188,0.1397,153.28,57.596,6.271,NaN,-21.565,496.73,318.23,0.01,3.6459
27.476,4.2365,12.407,-9.7124,14.275,9.7148,0.25704,0.016316,0.25756,3.6321,7.0605,0.21371,43.8,-120.6,9.7878,12.048,0.015908,0.020123,-0.0058139,27.09,0,34.753,0.11857,2.4279,2.2947,0.95406,0.054526,2586014,0,1.2872,0.65487,0.81104,0.4017,0.13279,0.12039,3.765,2.9725,0.051992,0,0.013169,0.013169,0,0.61957,0.0016107,0.1397,153.28,57.521,6.2833,NaN,-21.566,496.72,318.23,0.01,3.6468
27.486,4.2366,12.31,-9.7109,14.19,9.7133,0.25711,0.016323,0.25763,3.6326,7.0583,0.21511,43.8,-120.6,9.7878,12.198,0.015877,0.020153,-0.0058124,27.09,0,34.753,0.11857,2.4258,2.2947,0.93852,0.054308,2575639,0,1.2809,0.65516,0.81353,0.40199,0.13279,0.12038,3.8287,2.9663,0.051631,0,0.013169,0.013169,0,0.62646,0.0016026,0.1397,153.28,57.446,6.2957,NaN,-21.566,496.71,318.23,0.01,3.6477
27.496,4.2367,12.213,-9.7094,14.104,9.7118,0.25718,0.016329,0.2577,3.633,7.0562,0.21652,43.8,-120.6,9.7878,12.349,0.015915,0.020184,-0.005811,27.09,0,34.753,0.11857,2.4236,2.2947,0.92298,0.054091,2565305,0,1.2745,0.65545,0.81599,0.40228,0.13279,0.12038,3.8934,2.9602,0.052601,0,0.013169,0.013169,0,0.6334,0.0015945,0.1397,153.28,57.371,6.3081,NaN,-21.567,496.71,318.23,0.01,3.6484
27.506,4.2368,12.115,-9.7086,14.019,9.711,0.25725,0.016335,0.25777,3.6334,7.0541,0.21648,43.8,-120.6,9.7878,12.451,0.015884,0.020212,-0.0058157,27.09,0,34.753,0.11857,2.4222,2.2947,0.91259,0.053827,2552736,0,1.2649,0.65581,0.81783,0.40264,0.13279,0.12038,3.9372,2.9519,0.053477,0,0.013169,0.013169,0,0.64143,0.0015865,0.1397,153.28,57.296,6.3206,NaN,-21.568,496.7,318.23,0.01,3.6492
27.516,4.237,12.018,-9.7083,13.935,9.7107,0.25732,0.016342,0.25784,3.6338,7.052,0.21557,43.8,-120.6,9.7878,12.524,0.015899,0.020239,-0.0058239,27.09,0,34.753,0.11857,2.4211,2.2947,0.90521,0.053534,2538824,0,1.2534,0.6562,0.81931,0.40305,0.13279,0.12037,3.9687,2.9425,0.054088,0,0.013169,0.013169,0,0.65018,0.0015785,0.1397,153.28,57.22,6.3331,NaN,-21.569,496.69,318.23,0.01,3.65
27.526,4.2371,11.921,-9.708,13.85,9.7104,0.25739,0.016348,0.25791,3.6342,7.0498,0.21468,43.8,-120.6,9.7878,12.599,0.015868,0.020265,-0.0058318,27.09,0,34.753,0.11857,2.4201,2.2947,0.89771,0.053242,2524931,0,1.242,0.6566,0.82081,0.40345,0.13279,0.12037,4.0009,2.9321,0.054597,0,0.013169,0.013169,0,0.65907,0.0015705,0.1397,153.28,57.145,6.3457,NaN,-21.57,496.68,318.23,0.01,3.6508
27.536,4.2372,11.824,-9.7077,13.765,9.7101,0.25746,0.016354,0.25798,3.6346,7.0477,0.21381,43.8,-120.6,9.7878,12.674,0.015905,0.020291,-0.0058394,27.09,0,34.753,0.11857,2.419,2.2947,0.8901,0.05295,2511058,0,1.2306,0.657,0.82231,0.40385,0.13278,0.12036,4.0338,2.9223,0.055016,0,0.013169,0.013169,0,0.66808,0.0015626,0.1397,153.28,57.069,6.3583,NaN,-21.57,496.67,318.23,0.01,3.6516
27.546,4.2373,11.727,-9.7074,13.681,9.7097,0.25753,0.016361,0.25805,3.6351,7.0456,0.21296,43.8,-120.6,9.7878,12.752,0.015874,0.020317,-0.0058468,27.09,0,34.753,0.11857,2.4179,2.2947,0.88236,0.052658,2497204,0,1.2194,0.6574,0.82384,0.40426,0.13278,0.12036,4.0676,2.912,0.055751,0,0.013169,0.013169,0,0.67721,0.0015546,0.1397,153.28,56.993,6.371,NaN,-21.571,496.67,318.23,0.01,3.6524
27.556,4.2374,11.63,-9.7054,13.597,9.7078,0.2576,0.016367,0.25812,3.6355,7.0435,0.21511,43.8,-120.6,9.7878,12.938,0.01591,0.020346,-0.0058425,27.09,0,34.753,0.11857,2.4154,2.2947,0.86395,0.052468,2488145,0,1.2145,0.65767,0.82656,0.40453,0.13278,0.12036,4.1492,2.9004,0.05623,0,0.013168,0.013168,0,0.68407,0.0015467,0.1397,153.28,56.917,6.3838,NaN,-21.572,496.66,318.23,0.01,3.6532
27.566,4.2376,11.533,-9.7025,13.513,9.7049,0.25767,0.016373,0.25819,3.6359,7.0414,0.21909,43.8,-120.6,9.7878,13.19,0.015878,0.020376,-0.0058321,27.09,0,34.753,0.11857,2.4119,2.2947,0.8394,0.052339,2482022,0,1.2135,0.65785,0.82991,0.40471,0.13278,0.12036,4.2605,2.8865,0.056731,0,0.013168,0.013168,0,0.68949,0.0015389,0.1397,153.28,56.841,6.3966,NaN,-21.573,496.65,318.23,0.01,3.654
27.576,4.2377,11.436,-9.6994,13.429,9.702,0.25774,0.01638,0.25826,3.6363,7.0392,0.22311,43.8,-120.6,9.7878,13.443,0.015914,0.020406,-0.0058226,27.09,0,34.753,0.11857,2.4085,2.2947,0.81514,0.052213,2475979,0,1.2123,0.65803,0.83313,0.40489,0.13278,0.12035,4.3735,2.8698,0.056891,0,0.013168,0.013168,0,0.69486,0.001531,0.1397,153.28,56.765,6.4095,NaN,-21.573,496.64,318.23,0.01,3.6548
27.586,4.2378,11.339,-9.6964,13.345,9.699,0.25781,0.016386,0.25833,3.6368,7.037,0.22715,43.8,-120.6,9.7878,13.698,0.015883,0.020435,-0.005814,27.09,0,34.753,0.11857,2.4052,2.2947,0.79115,0.052088,2.47e6,0,1.2109,0.6582,0.83621,0.40507,0.13278,0.12035,4.4882,2.8502,0.056493,0,0.013168,0.013168,0,0.70021,0.0015232,0.1397,153.28,56.689,6.4224,NaN,-21.574,496.63,318.22,0.01,3.6556
27.596,4.2379,11.242,-9.6933,13.262,9.696,0.25788,0.016393,0.2584,3.6372,7.0348,0.23123,43.8,-120.6,9.7878,13.954,0.015896,0.020464,-0.0058062,27.09,0,34.753,0.11857,2.4019,2.2947,0.76744,0.051964,2464137,0,1.2094,0.65838,0.83914,0.40525,0.13278,0.12035,4.6046,2.8284,0.057021,0,0.013168,0.013168,0,0.70551,0.0015154,0.1397,153.28,56.613,6.4354,NaN,-21.575,496.63,318.22,0.01,3.6564
27.606,4.238,11.145,-9.6938,13.178,9.6965,0.25795,0.016399,0.25847,3.6376,7.0325,0.22874,43.8,-120.6,9.7878,13.986,0.01591,0.020486,-0.0058186,27.09,0,34.753,0.11857,2.4015,2.2947,0.76448,0.051622,2447874,0,1.1948,0.65886,0.84009,0.40574,0.13278,0.12035,4.6194,2.8146,0.057302,0,0.013168,0.013168,0,0.71647,0.0015077,0.1397,153.28,56.537,6.4484,NaN,-21.576,496.62,318.22,0.01,3.6575
27.616,4.2381,11.048,-9.6966,13.095,9.6992,0.25802,0.016405,0.25854,3.638,7.0303,0.22241,43.8,-120.6,9.7878,13.884,0.015878,0.020505,-0.0058424,27.09,0,34.753,0.11857,2.4028,2.2947,0.77392,0.051147,2425353,0,1.1727,0.65954,0.83989,0.40642,0.13278,0.12034,4.5724,2.8073,0.059238,0,0.013168,0.013168,0,0.73116,0.0014999,0.1397,153.28,56.46,6.4615,NaN,-21.576,496.61,318.22,0.01,3.6583
27.626,4.2382,10.951,-9.6993,13.012,9.7017,0.25809,0.016412,0.25861,3.6384,7.0281,0.2162,43.8,-120.6,9.7878,13.78,0.015912,0.020523,-0.005866,27.09,0,34.753,0.11857,2.4041,2.2947,0.78347,0.050673,2402837,0,1.1507,0.66022,0.83967,0.40712,0.13277,0.12033,4.5254,2.7995,0.060474,0,0.013168,0.013168,0,0.74624,0.0014922,0.1397,153.28,56.384,6.4746,NaN,-21.577,496.61,318.22,0.01,3.6591
27.636,4.2383,10.854,-9.702,12.93,9.7042,0.25816,0.016418,0.25868,3.6389,7.026,0.21011,43.8,-120.6,9.7878,13.677,0.015881,0.020541,-0.0058892,27.09,0,34.753,0.11857,2.4055,2.2947,0.79313,0.050199,2380327,0,1.1289,0.66092,0.83942,0.40782,0.13277,0.12033,4.4784,2.7899,0.062688,0,0.013168,0.013168,0,0.76173,0.0014846,0.1397,153.28,56.307,6.4879,NaN,-21.578,496.6,318.22,0.01,3.6599
27.646,4.2384,10.757,-9.7046,12.847,9.7067,0.25823,0.016424,0.25875,3.6393,7.024,0.20413,43.8,-120.6,9.7878,13.573,0.015914,0.020558,-0.005912,27.09,0,34.753,0.11857,2.4068,2.2947,0.80288,0.049725,2357822,0,1.1073,0.66162,0.83916,0.40853,0.13277,0.12032,4.4315,2.7808,0.0639,0,0.013168,0.013168,0,0.77763,0.001477,0.1397,153.28,56.231,6.5011,NaN,-21.578,496.59,318.22,0.01,3.6607
27.656,4.2386,10.66,-9.7038,12.765,9.706,0.2583,0.016431,0.25882,3.6397,7.022,0.20406,43.8,-120.6,9.7878,13.692,0.015882,0.020581,-0.0059147,27.09,0,34.753,0.11857,2.4053,2.2947,0.79169,0.049459,2345197,0,1.0979,0.66202,0.84099,0.40893,0.13277,0.12032,4.4853,2.7634,0.065104,0,0.013168,0.013168,0,0.78774,0.0014694,0.1397,153.28,56.154,6.5145,NaN,-21.579,496.58,318.22,0.01,3.6615
27.666,4.2387,10.563,-9.7011,12.683,9.7033,0.25837,0.016437,0.25889,3.6401,7.0199,0.2075,43.8,-120.6,9.7878,13.947,0.015914,0.020606,-0.0059061,27.09,0,34.753,0.11857,2.402,2.2947,0.76808,0.04932,2338561,0,1.0956,0.66223,0.84397,0.40914,0.13277,0.12032,4.6012,2.7397,0.06487,0,0.013168,0.013168,0,0.79417,0.0014618,0.1397,153.28,56.077,6.5279,NaN,-21.58,496.58,318.22,0.01,3.6624
27.676,4.2388,10.466,-9.6983,12.601,9.7006,0.25844,0.016443,0.25896,3.6406,7.0179,0.21097,43.8,-120.6,9.7878,14.203,0.015883,0.020631,-0.0058983,27.09,0,34.753,0.11857,2.3987,2.2947,0.74471,0.049182,2332004,0,1.0931,0.66244,0.8468,0.40936,0.13277,0.12031,4.719,2.7135,0.065137,0,0.013168,0.013168,0,0.80057,0.0014543,0.1397,153.28,56,6.5413,NaN,-21.58,496.57,318.22,0.01,3.6632
27.686,4.2389,10.369,-9.6955,12.52,9.6979,0.25851,0.01645,0.25903,3.641,7.0158,0.21446,43.8,-120.6,9.7878,14.461,0.015914,0.020656,-0.0058912,27.09,0,34.753,0.11857,2.3955,2.2947,0.72158,0.049046,2325525,0,1.0905,0.66264,0.84946,0.40956,0.13277,0.12031,4.8386,2.6843,0.065351,0,0.013167,0.013167,0,0.80693,0.0014468,0.1397,153.28,55.924,6.5548,NaN,-21.581,496.56,318.22,0.01,3.6641
27.696,4.239,10.272,-9.6926,12.438,9.6951,0.25858,0.016456,0.2591,3.6414,7.0137,0.21798,43.8,-120.6,9.7878,14.721,0.015883,0.020679,-0.0058848,27.09,0,34.753,0.11857,2.3923,2.2947,0.6987,0.048911,2319125,0,1.0876,0.66285,0.85194,0.40977,0.13277,0.12031,4.9601,2.6524,0.065565,0,0.013167,0.013167,0,0.81324,0.0014393,0.1397,153.28,55.847,6.5684,NaN,-21.582,496.56,318.22,0.01,3.665
27.706,4.2391,10.175,-9.69,12.357,9.6926,0.25865,0.016463,0.25917,3.6419,7.0115,0.22098,43.8,-120.6,9.7878,14.963,0.015914,0.020702,-0.0058805,27.09,0,34.753,0.11857,2.3893,2.2947,0.67777,0.048759,2311879,0,1.0836,0.66308,0.85412,0.41001,0.13276,0.12031,5.0741,2.6193,0.066421,0,0.013167,0.013167,0,0.82014,0.0014319,0.1397,153.28,55.77,6.5821,NaN,-21.582,496.55,318.22,0.01,3.6659
27.716,4.2392,10.078,-9.6876,12.276,9.6902,0.25872,0.016469,0.25924,3.6423,7.0093,0.22368,43.8,-120.6,9.7878,15.194,0.015883,0.020724,-0.0058774,27.09,0,34.753,0.11857,2.3866,2.2947,0.65802,0.048596,2304148,0,1.0789,0.66333,0.85607,0.41026,0.13276,0.12031,5.1842,2.5844,0.066304,0,0.013167,0.013167,0,0.8274,0.0014245,0.1397,153.28,55.692,6.5958,NaN,-21.583,496.54,318.22,0.01,3.667
27.726,4.2393,9.9815,-9.6852,12.196,9.6878,0.25879,0.016475,0.25931,3.6427,7.0071,0.22639,43.8,-120.6,9.7878,15.427,0.015914,0.020746,-0.0058747,27.09,0,34.753,0.11857,2.3838,2.2947,0.63841,0.048435,2296484,0,1.0739,0.66358,0.85786,0.41051,0.13276,0.1203,5.2961,2.5467,0.066564,0,0.013167,0.013167,0,0.83465,0.0014171,0.1397,153.28,55.615,6.6095,NaN,-21.584,496.54,318.22,0.01,3.6679
27.736,4.2394,9.8847,-9.6827,12.115,9.6854,0.25886,0.016482,0.25938,3.6431,7.0048,0.22912,43.8,-120.6,9.7878,15.662,0.015882,0.020767,-0.0058725,27.09,0,34.753,0.11857,2.3811,2.2947,0.61894,0.048276,2288887,0,1.0689,0.66383,0.85947,0.41076,0.13276,0.1203,5.4098,2.5065,0.067048,0,0.013167,0.013167,0,0.84189,0.0014098,0.1397,153.28,55.538,6.6234,NaN,-21.584,496.53,318.22,0.01,3.6688
27.746,4.2395,9.7879,-9.6802,12.035,9.6829,0.25893,0.016488,0.25945,3.6436,7.0026,0.23187,43.8,-120.6,9.7878,15.899,0.015913,0.020787,-0.0058706,27.09,0,34.753,0.11857,2.3784,2.2947,0.5996,0.048117,2281358,0,1.0636,0.66407,0.8609,0.41101,0.13276,0.1203,5.5253,2.4634,0.067655,0,0.013167,0.013167,0,0.8491,0.0014025,0.1397,153.28,55.461,6.6373,NaN,-21.585,496.52,318.22,0.01,3.6698
27.756,4.2396,9.6911,-9.6802,11.955,9.6829,0.259,0.016495,0.25952,3.644,7.0003,0.23035,43.8,-120.6,9.7878,15.986,0.015881,0.020805,-0.0058774,27.09,0,34.753,0.11857,2.3774,2.2947,0.59258,0.047807,2266610,0,1.0511,0.66456,0.86188,0.4115,0.13276,0.1203,5.5679,2.438,0.068809,0,0.013167,0.013167,0,0.86162,0.0013953,0.1397,153.28,55.383,6.6512,NaN,-21.586,496.52,318.22,0.01,3.6707
27.766,4.2397,9.5943,-9.6818,11.875,9.6844,0.25907,0.016501,0.25959,3.6444,6.998,0.22631,43.8,-120.6,9.7878,15.983,0.015911,0.020821,-0.0058888,27.09,0,34.753,0.11857,2.3775,2.2947,0.59281,0.047404,2247507,0,1.0344,0.66519,0.86269,0.41214,0.13276,0.12029,5.5664,2.4223,0.070314,0,0.013167,0.013167,0,0.87764,0.0013881,0.1397,153.28,55.306,6.6652,NaN,-21.586,496.51,318.22,0.01,3.6716
27.776,4.2398,9.4975,-9.6833,11.796,9.6859,0.25914,0.016507,0.25966,3.6449,6.9958,0.22234,43.8,-120.6,9.7878,15.981,0.015879,0.020836,-0.0058997,27.09,0,34.753,0.11857,2.3775,2.2947,0.59294,0.047002,2228413,0,1.0179,0.66583,0.86352,0.41279,0.13276,0.12029,5.5656,2.4065,0.071565,0,0.013167,0.013167,0,0.89405,0.0013809,0.1397,153.28,55.228,6.6793,NaN,-21.587,496.5,318.22,0.01,3.6726
27.786,4.2399,9.4006,-9.6849,11.717,9.6873,0.25921,0.016514,0.25973,3.6453,6.9936,0.21843,43.8,-120.6,9.7878,15.981,0.015908,0.020851,-0.00591,27.09,0,34.753,0.11857,2.3775,2.2947,0.59295,0.0466,2209326,0,1.0015,0.66648,0.86436,0.41344,0.13276,0.12028,5.5655,2.3888,0.073447,0,0.013167,0.013167,0,0.91088,0.0013738,0.1397,153.28,55.151,6.6935,NaN,-21.588,496.5,318.22,0.01,3.6733
27.796,4.24,9.3038,-9.6864,11.638,9.6887,0.25928,0.01652,0.2598,3.6457,6.9915,0.21458,43.8,-120.6,9.7878,15.982,0.015877,0.020866,-0.0059198,27.09,0,34.753,0.11857,2.3775,2.2947,0.59285,0.046198,2190247,0,0.9853,0.66714,0.86521,0.41411,0.13275,0.12028,5.5661,2.3721,0.074332,0,0.013167,0.013167,0,0.92812,0.0013667,0.1397,153.28,55.073,6.7077,NaN,-21.588,496.49,318.22,0.01,3.6741
27.806,4.24,9.2069,-9.6864,11.559,9.6887,0.25935,0.016527,0.25987,3.6462,6.9894,0.21318,43.8,-120.6,9.7878,16.077,0.015905,0.020882,-0.0059246,27.09,0,34.753,0.11857,2.3764,2.2947,0.58521,0.045887,2175472,0,0.97321,0.66765,0.86624,0.41462,0.13275,0.12027,5.6128,2.3424,0.076337,0,0.013167,0.013167,0,0.94219,0.0013596,0.1397,153.28,54.995,6.722,NaN,-21.589,496.48,318.22,0.01,3.675
27.816,4.2401,9.11,-9.6855,11.481,9.6879,0.25942,0.016533,0.25994,3.6466,6.9873,0.21323,43.8,-120.6,9.7878,16.23,0.015873,0.020898,-0.0059264,27.09,0,34.753,0.11857,2.3747,2.2947,0.57303,0.04563,2163304,0,0.96354,0.66808,0.8673,0.41505,0.13275,0.12027,5.6882,2.3055,0.076853,0,0.013166,0.013166,0,0.95429,0.0013526,0.1397,153.28,54.918,6.7363,NaN,-21.589,496.48,318.22,0.01,3.6757
27.826,4.2402,9.0132,-9.6846,11.403,9.687,0.25949,0.016539,0.26001,3.647,6.9852,0.2133,43.8,-120.6,9.7878,16.385,0.015901,0.020914,-0.0059281,27.09,0,34.753,0.11857,2.373,2.2947,0.56078,0.045375,2151172,0,0.95385,0.6685,0.86829,0.41548,0.13275,0.12027,5.7653,2.2666,0.077295,0,0.013166,0.013166,0,0.96653,0.0013457,0.1397,153.28,54.84,6.7507,NaN,-21.59,496.47,318.22,0.01,3.6765
27.836,4.2403,8.9163,-9.6837,11.325,9.6861,0.25956,0.016546,0.26008,3.6474,6.9831,0.21338,43.8,-120.6,9.7878,16.543,0.015908,0.020929,-0.0059298,27.09,0,34.753,0.11857,2.3713,2.2947,0.54844,0.04512,2139078,0,0.94414,0.66893,0.86918,0.41592,0.13275,0.12026,5.844,2.2264,0.078741,0,0.013166,0.013166,0,0.97891,0.0013387,0.1397,153.28,54.762,6.7652,NaN,-21.591,496.47,318.22,0.01,3.6775
27.846,4.2404,8.8195,-9.6828,11.248,9.6852,0.25963,0.016552,0.26015,3.6479,6.981,0.21347,43.8,-120.6,9.7878,16.704,0.015877,0.020944,-0.0059313,27.09,0,34.753,0.11857,2.3695,2.2947,0.53602,0.044866,2127022,0,0.9344,0.66936,0.86999,0.41635,0.13275,0.12026,5.9244,2.1842,0.079221,0,0.013166,0.013166,0,0.99144,0.0013319,0.1397,153.28,54.684,6.7797,NaN,-21.591,496.46,318.21,0.01,3.6784
27.856,4.2405,8.7227,-9.682,11.171,9.6844,0.2597,0.016559,0.26022,3.6483,6.9789,0.21339,43.8,-120.6,9.7878,16.86,0.015903,0.020959,-0.005933,27.09,0,34.753,0.11857,2.3679,2.2947,0.52408,0.044606,2114663,0,0.92434,0.66981,0.87071,0.4168,0.13275,0.12026,6.0029,2.1419,0.080427,0,0.013166,0.013166,0,1.0044,0.001325,0.1397,153.28,54.606,6.7943,NaN,-21.592,496.45,318.21,0.01,3.6792
27.866,4.2406,8.6259,-9.6813,11.094,9.6836,0.25977,0.016565,0.26029,3.6488,6.9768,0.21322,43.8,-120.6,9.7878,17.014,0.015872,0.020973,-0.0059347,27.09,0,34.753,0.11857,2.3662,2.2947,0.51238,0.044342,2102136,0,0.91409,0.67026,0.87134,0.41726,0.13275,0.12026,6.0809,2.0985,0.081763,0,0.013166,0.013166,0,1.0178,0.0013182,0.1397,153.28,54.528,6.809,NaN,-21.592,496.45,318.21,0.01,3.6799
27.876,4.2407,8.5291,-9.6805,11.018,9.6828,0.25983,0.016571,0.26036,3.6492,6.9747,0.21306,43.8,-120.6,9.7878,17.171,0.015898,0.020986,-0.0059363,27.09,0,34.753,0.11857,2.3646,2.2947,0.50059,0.044079,2089645,0,0.90385,0.67072,0.87191,0.41772,0.13275,0.12025,6.1608,2.0527,0.082024,0,0.013166,0.013166,0,1.0313,0.0013115,0.1397,153.28,54.45,6.8237,NaN,-21.593,496.44,318.21,0.01,3.6807
27.886,4.2407,8.4323,-9.6797,10.942,9.6821,0.2599,0.016578,0.26043,3.6496,6.9726,0.21291,43.8,-120.6,9.7878,17.33,0.015904,0.020999,-0.0059378,27.09,0,34.753,0.11857,2.3629,2.2947,0.48871,0.043817,2077191,0,0.89364,0.67118,0.87242,0.41818,0.13274,0.12025,6.2424,2.0053,0.083904,0,0.013166,0.013166,0,1.045,0.0013048,0.1397,153.28,54.372,6.8386,NaN,-21.593,496.44,318.21,0.01,3.6815
